threshold,f1,balanced_accuracy,precision,recall,selection_score
0.1,0.4583333333333333,0.717391304347826,0.2972972972972973,1.0,0.4583333333333333
0.11,0.46808510638297873,0.7282608695652174,0.3055555555555556,1.0,0.46808510638297873
0.12,0.4888888888888889,0.75,0.3235294117647059,1.0,0.4888888888888889
0.13,0.5116279069767442,0.7717391304347826,0.34375,1.0,0.5116279069767442
0.14,0.5238095238095238,0.7826086956521738,0.3548387096774194,1.0,0.5238095238095238
0.15,0.5365853658536586,0.7934782608695652,0.36666666666666664,1.0,0.5365853658536586
0.16,0.5365853658536586,0.7934782608695652,0.36666666666666664,1.0,0.5365853658536586
0.17,0.55,0.8043478260869565,0.3793103448275862,1.0,0.55
0.18,0.55,0.8043478260869565,0.3793103448275862,1.0,0.55
0.19,0.5789473684210527,0.8260869565217391,0.4074074074074074,1.0,0.5789473684210527
0.2,0.6111111111111112,0.8478260869565217,0.44,1.0,0.6111111111111112
0.21,0.6285714285714286,0.8586956521739131,0.4583333333333333,1.0,0.6285714285714286
0.22,0.6285714285714286,0.8586956521739131,0.4583333333333333,1.0,0.6285714285714286
0.23,0.6470588235294118,0.8695652173913043,0.4782608695652174,1.0,0.6470588235294118
0.24,0.6470588235294118,0.8695652173913043,0.4782608695652174,1.0,0.6470588235294118
0.25,0.6470588235294118,0.8695652173913043,0.4782608695652174,1.0,0.6470588235294118
0.26,0.6666666666666666,0.8804347826086957,0.5,1.0,0.6666666666666666
0.27,0.6875,0.8913043478260869,0.5238095238095238,1.0,0.6875
0.28,0.7096774193548387,0.9021739130434783,0.55,1.0,0.7096774193548387
0.29,0.7096774193548387,0.9021739130434783,0.55,1.0,0.7096774193548387
0.3,0.7096774193548387,0.9021739130434783,0.55,1.0,0.7096774193548387
0.31,0.7096774193548387,0.9021739130434783,0.55,1.0,0.7096774193548387
0.32,0.7096774193548387,0.9021739130434783,0.55,1.0,0.7096774193548387
0.33,0.7586206896551724,0.9239130434782609,0.6111111111111112,1.0,0.7586206896551724
0.34,0.7586206896551724,0.9239130434782609,0.6111111111111112,1.0,0.7586206896551724
0.35,0.7586206896551724,0.9239130434782609,0.6111111111111112,1.0,0.7586206896551724
0.36,0.7142857142857143,0.8784584980237153,0.5882352941176471,0.9090909090909091,0.7142857142857143
0.37,0.7142857142857143,0.8784584980237153,0.5882352941176471,0.9090909090909091,0.7142857142857143
0.38,0.7407407407407407,0.8893280632411067,0.625,0.9090909090909091,0.7407407407407407
0.39,0.7407407407407407,0.8893280632411067,0.625,0.9090909090909091,0.7407407407407407
0.4,0.7407407407407407,0.8893280632411067,0.625,0.9090909090909091,0.7407407407407407
0.41,0.7407407407407407,0.8893280632411067,0.625,0.9090909090909091,0.7407407407407407
0.42,0.7692307692307693,0.900197628458498,0.6666666666666666,0.9090909090909091,0.7692307692307693
0.43,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.44,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.45,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.46,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.47,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.48,0.8,0.9110671936758893,0.7142857142857143,0.9090909090909091,0.8
0.49,0.8333333333333334,0.9219367588932806,0.7692307692307693,0.9090909090909091,0.8333333333333334
0.5,0.8333333333333334,0.9219367588932806,0.7692307692307693,0.9090909090909091,0.8333333333333334
0.51,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.52,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
