epoch,train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,train_recall,val_recall,train_threshold,val_threshold,lr
1,1.1488856148089606,1.1044054784272845,0.6182314952806757,0.7015810276679841,0.39473684210526316,0.46153846153846156,0.6818181818181818,0.8181818181818182,0.51,0.51,0.0008
2,1.0738067942043759,1.0927911097543281,0.7543467461500248,0.7905138339920948,0.5192307692307693,0.42857142857142855,0.6136363636363636,0.8181818181818182,0.52,0.52,0.0008
3,1.0074181829780209,1.060922296423661,0.8165673124689519,0.7766798418972332,0.5225225225225225,0.46511627906976744,0.6590909090909091,0.9090909090909091,0.52,0.5,0.0008
4,0.9244554785904905,1.0253288536741023,0.8452558370591158,0.7747035573122529,0.5416666666666666,0.5,0.5909090909090909,0.7272727272727273,0.55,0.51,0.0008
5,0.834418634748669,0.9874174887673897,0.8825136612021858,0.8221343873517786,0.6138613861386139,0.5454545454545454,0.7045454545454546,0.5454545454545454,0.55,0.42,0.0008
6,0.7499478708804966,0.913055912444466,0.8872329855936414,0.849802371541502,0.6464646464646465,0.6,0.7272727272727273,0.5454545454545454,0.57,0.44,0.0008
7,0.7015861556393459,0.8724343389795538,0.9017635370094387,0.8142292490118577,0.6666666666666666,0.5517241379310345,0.7045454545454546,0.7272727272727273,0.59,0.49,0.0008
8,0.6816854350892457,1.1937966534965916,0.8985345255837058,0.8715415019762845,0.6947368421052632,0.6,0.75,0.5454545454545454,0.57,0.24,0.0008
9,0.6041510472738796,0.8380890488624573,0.9354197714853452,0.8399209486166008,0.7380952380952381,0.5714285714285714,0.7045454545454546,0.9090909090909091,0.68,0.36,0.0008
10,0.6698818246173438,0.8204240642095867,0.9112021857923497,0.8893280632411067,0.7008547008547008,0.7368421052631579,0.9318181818181818,0.6363636363636364,0.52,0.45,0.0008
11,0.6074684556360287,0.9875785384261817,0.9251117734724292,0.8656126482213438,0.7142857142857143,0.6666666666666666,0.7954545454545454,0.5454545454545454,0.63,0.36,0.0008
12,0.47016084062895586,0.6907564171573572,0.9657228017883757,0.907114624505929,0.8172043010752689,0.8,0.8636363636363636,0.7272727272727273,0.61,0.6,0.0008
13,0.5126415892844683,0.791442847042753,0.9457277694982612,0.9169960474308301,0.75,0.8,0.75,0.7272727272727273,0.71,0.29,0.0008
14,0.43267630887451675,0.7404828249362477,0.966467958271237,0.8814229249011858,0.8333333333333334,0.7,0.7954545454545454,0.6363636363636364,0.75,0.57,0.0008
15,0.3736637352846793,0.8390255256703025,0.9796323894684551,0.8656126482213439,0.8941176470588236,0.7058823529411765,0.8636363636363636,0.5454545454545454,0.65,0.4,0.0008
16,0.4558296564654632,1.9761335096861188,0.9547938400397415,0.8913043478260869,0.810126582278481,0.5882352941176471,0.7272727272727273,0.45454545454545453,0.73,0.1,0.0008
17,0.4184218001785783,0.8927551403380277,0.9637357178340784,0.9071146245059288,0.8571428571428571,0.782608695652174,0.8181818181818182,0.8181818181818182,0.77,0.3,0.0008
18,0.40217524950724864,0.7791052481584382,0.9714356681569796,0.9011857707509882,0.8192771084337349,0.72,0.7727272727272727,0.8181818181818182,0.63,0.79,0.0008
19,0.35307281231302523,1.1972704519305313,0.9761549925484352,0.8794466403162056,0.8314606741573034,0.6956521739130435,0.8409090909090909,0.7272727272727273,0.68,0.13,0.0004
20,0.27695689629353093,1.6661353989651329,0.9884500745156483,0.8754940711462451,0.9156626506024096,0.5263157894736842,0.8636363636363636,0.45454545454545453,0.78,0.1,0.0004
21,0.2920315731727079,1.244381360840379,0.9852210630899156,0.9071146245059288,0.875,0.782608695652174,0.9545454545454546,0.8181818181818182,0.53,0.12,0.0004
22,0.2242633715140662,0.8456403581719649,0.9947839046199701,0.9110671936758894,0.9213483146067416,0.8181818181818182,0.9318181818181818,0.8181818181818182,0.72,0.25,0.0004
23,0.23334218643704174,0.778302086027045,0.9915548931942375,0.9150197628458498,0.8941176470588236,0.8571428571428571,0.8636363636363636,0.8181818181818182,0.81,0.33,0.0004
24,0.24049864387722267,0.6396304808164898,0.9903129657228018,0.9209486166007905,0.8888888888888888,0.8571428571428571,0.9090909090909091,0.8181818181818182,0.65,0.48,0.0002
25,0.2199642221045389,0.7051545088751274,0.990561351217089,0.9090909090909092,0.9213483146067416,0.8571428571428571,0.9318181818181818,0.8181818181818182,0.58,0.43,0.0002
26,0.17559570533588595,0.8242744772057784,0.9959016393442622,0.9031620553359685,0.9565217391304348,0.8571428571428571,1.0,0.8181818181818182,0.53,0.34,0.0002
27,0.16292113597435048,0.8675308039313868,0.996274217585693,0.9051383399209487,0.945054945054945,0.8571428571428571,0.9772727272727273,0.8181818181818182,0.56,0.3,0.0002
28,0.15769541572106568,1.084474908678155,0.9983854942871336,0.9051383399209487,0.9555555555555556,0.8571428571428571,0.9772727272727273,0.8181818181818182,0.62,0.2,0.0002
29,0.1672989788428277,0.9639077709432233,0.997391952309985,0.907114624505929,0.9555555555555556,0.8571428571428571,0.9772727272727273,0.8181818181818182,0.48,0.2,0.0002
30,0.14567154698434906,1.0596315881662202,0.9988822652757079,0.9090909090909092,0.967032967032967,0.8571428571428571,1.0,0.8181818181818182,0.58,0.18,0.0001
31,0.15212494367938734,0.7452625935537773,0.9977645305514159,0.9130434782608696,0.9655172413793104,0.8181818181818182,0.9545454545454546,0.8181818181818182,0.75,0.32,0.0001
32,0.14888845581052587,0.920296495420891,0.9978887232985593,0.9110671936758892,0.9655172413793104,0.8181818181818182,0.9545454545454546,0.8181818181818182,0.7,0.24,0.0001
33,0.14104125783306912,1.0476320103595131,0.9963984103328365,0.9051383399209487,0.9545454545454546,0.782608695652174,0.9545454545454546,0.8181818181818182,0.65,0.13,0.0001
34,0.2959721445512141,1.4956891892249125,0.9687034277198212,0.8932806324110673,0.9318181818181818,0.7,0.9318181818181818,0.6363636363636364,0.51,0.1,0.0001
35,0.1996772202626199,1.25578450738338,0.9940387481371088,0.9031620553359685,0.9213483146067416,0.7619047619047619,0.9318181818181818,0.7272727272727273,0.62,0.13,5e-05
36,0.1697905293382737,1.1546724135415596,0.9966467958271237,0.9090909090909092,0.9555555555555556,0.8181818181818182,0.9772727272727273,0.8181818181818182,0.57,0.13,5e-05
