threshold,f1,balanced_accuracy,precision,recall,score_for_selection
0.48,0.6271186440677966,0.7795950774116713,0.5873015873015873,0.6727272727272727,0.6278982391452083
0.49,0.6271186440677966,0.7795950774116713,0.5873015873015873,0.6727272727272727,0.6278982391452083
0.5,0.6379310344827587,0.7839618896387455,0.6065573770491803,0.6727272727272727,0.6387149963723974
0.51,0.6379310344827587,0.7839618896387455,0.6065573770491803,0.6727272727272727,0.6387149963723974
0.52,0.6379310344827587,0.7839618896387455,0.6065573770491803,0.6727272727272727,0.6387149963723974
0.53,0.6379310344827587,0.7839618896387455,0.6065573770491803,0.6727272727272727,0.6387149963723974
0.54,0.6379310344827587,0.7839618896387455,0.6065573770491803,0.6727272727272727,0.6387149963723974
0.55,0.625,0.7701468836840015,0.6140350877192983,0.6363636363636364,0.625770146883684
0.56,0.5871559633027523,0.7428741564112743,0.5925925925925926,0.5818181818181818,0.5878988374591636
0.57,0.5871559633027523,0.7428741564112743,0.5925925925925926,0.5818181818181818,0.5878988374591636
0.58,0.5871559633027523,0.7428741564112743,0.5925925925925926,0.5818181818181818,0.5878988374591636
0.59,0.5925925925925926,0.7450575625248115,0.6037735849056604,0.5818181818181818,0.5933376501551174
0.6,0.5981308411214953,0.7472409686383485,0.6153846153846154,0.5818181818181818,0.5988780820901336
0.61,0.5849056603773585,0.7381500595474395,0.6078431372549019,0.5636363636363636,0.5856438104369059
0.62,0.5769230769230769,0.7312425565700675,0.6122448979591837,0.5454545454545454,0.577654319479647
0.63,0.54,0.7061532354108774,0.6,0.4909090909090909,-999999.509090909
0.64,0.4948453608247423,0.67888050813815,0.5714285714285714,0.43636363636363634,-999999.5636363636
0.65,0.4791666666666667,0.669789599047241,0.5609756097560976,0.41818181818181815,-999999.5818181818
0.66,0.4791666666666667,0.669789599047241,0.5609756097560976,0.41818181818181815,-999999.5818181818
0.67,0.4731182795698925,0.6650655021834061,0.5789473684210527,0.4,-999999.6
0.68,0.45652173913043476,0.655974593092497,0.5675675675675675,0.38181818181818183,-999999.6181818182
0.69,0.4444444444444444,0.649067090115125,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.7,0.45454545454545453,0.6534339023421993,0.6060606060606061,0.36363636363636365,-999999.6363636364
0.71,0.4367816091954023,0.6443429932512902,0.59375,0.34545454545454546,-999999.6545454545
0.72,0.4186046511627907,0.635252084160381,0.5806451612903226,0.32727272727272727,-999999.6727272727
0.73,0.4235294117647059,0.6374354902739182,0.6,0.32727272727272727,-999999.6727272727
0.74,0.4235294117647059,0.6374354902739182,0.6,0.32727272727272727,-999999.6727272727
0.75,0.42857142857142855,0.6396188963874554,0.6206896551724138,0.32727272727272727,-999999.6727272727
0.76,0.3902439024390244,0.6214370782056371,0.5925925925925926,0.2909090909090909,-999999.7090909091
0.77,0.35,0.603255260023819,0.56,0.2545454545454545,-999999.7454545455
0.78,0.35,0.603255260023819,0.56,0.2545454545454545,-999999.7454545455
0.79,0.3333333333333333,0.596347757046447,0.5652173913043478,0.23636363636363636,-999999.7636363637
0.8,0.3116883116883117,0.5872568479555379,0.5454545454545454,0.21818181818181817,-999999.7818181819
0.81,0.3157894736842105,0.5894402540690751,0.5714285714285714,0.21818181818181817,-999999.7818181819
0.82,0.28169014084507044,0.5778086542278682,0.625,0.18181818181818182,-999999.8181818182
0.83,0.2857142857142857,0.5799920603414053,0.6666666666666666,0.18181818181818182,-999999.8181818182
0.84,0.23529411764705882,0.5618102421595871,0.6153846153846154,0.14545454545454545,-999999.8545454545
0.85,0.23529411764705882,0.5618102421595871,0.6153846153846154,0.14545454545454545,-999999.8545454545
0.86,0.208955223880597,0.552719333068678,0.5833333333333334,0.12727272727272726,-999999.8727272727
0.87,0.18461538461538463,0.5458118300913061,0.6,0.10909090909090909,-999999.8909090909
0.88,0.15625,0.5367209210003969,0.5555555555555556,0.09090909090909091,-999999.9090909091
0.89,0.15873015873015872,0.5389043271139341,0.625,0.09090909090909091,-999999.9090909091
0.9,0.13114754098360656,0.5319968241365621,0.6666666666666666,0.07272727272727272,-999999.9272727272
