threshold,f1,balanced_accuracy,precision,recall,score_for_selection
0.68,0.3142857142857143,0.5912663755458515,0.7333333333333333,0.2,-999999.8
0.69,0.3142857142857143,0.5912663755458515,0.7333333333333333,0.2,-999999.8
0.7,0.2898550724637681,0.5821754664549424,0.7142857142857143,0.18181818181818182,-999999.8181818182
0.71,0.23880597014925373,0.5639936482731243,0.6666666666666666,0.14545454545454545,-999999.8545454545
0.72,0.21212121212121213,0.5549027391822151,0.6363636363636364,0.12727272727272726,-999999.8727272727
0.73,0.21212121212121213,0.5549027391822151,0.6363636363636364,0.12727272727272726,-999999.8727272727
0.74,0.2153846153846154,0.5570861452957523,0.7,0.12727272727272726,-999999.8727272727
0.75,0.1875,0.5479952362048431,0.6666666666666666,0.10909090909090909,-999999.8909090909
0.76,0.1875,0.5479952362048431,0.6666666666666666,0.10909090909090909,-999999.8909090909
0.77,0.1875,0.5479952362048431,0.6666666666666666,0.10909090909090909,-999999.8909090909
0.78,0.19047619047619047,0.5501786423183803,0.75,0.10909090909090909,-999999.8909090909
0.79,0.16393442622950818,0.5432711393410083,0.8333333333333334,0.09090909090909091,-999999.9090909091
0.8,0.13333333333333333,0.5341802302500992,0.8,0.07272727272727272,-999999.9272727272
0.81,0.06896551724137931,0.515998412068281,0.6666666666666666,0.03636363636363636,-999999.9636363636
0.82,0.03508771929824561,0.506907502977372,0.5,0.01818181818181818,-999999.9818181818
0.83,0.0,0.5,0.0,0.0,-1000000.0
0.84,0.0,0.5,0.0,0.0,-1000000.0
0.85,0.0,0.5,0.0,0.0,-1000000.0
0.86,0.0,0.5,0.0,0.0,-1000000.0
0.87,0.0,0.5,0.0,0.0,-1000000.0
0.88,0.0,0.5,0.0,0.0,-1000000.0
0.89,0.0,0.5,0.0,0.0,-1000000.0
0.9,0.0,0.5,0.0,0.0,-1000000.0
